license_number,business_dba_name,CEID,license_type,LicenseStatus,premise_county,id,licensing_authority_id,licensing_authority,license_designation,premise_state,license_status_date,license_term,issue_date,expiration_date,business_legal_name,business_owner_name,business_structure,business_email,activity,parcel_number,business_image_url,business_phone,business_website,data_refreshed_date,county,analyses,premise_city,premise_latitude,premise_longitude,premise_street_address,premise_zip_code,license_status,cultivator,retailer
15464995890053145809,Essence Tropicana Llc,RD316,Retail Dispensary,Active,Clark,15464995890053145809,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ESSENCE TROPICANA LLC,,,,,,,,,2023-12-11,,,,,,,,,,
15500198984289437898,H & K Growers Corp,C197,Medical Cultivation,Active,Elko,15500198984289437898,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,H & K GROWERS CORP,,,,,,,,,2023-12-11,,,,,,,,,,
15555721623971178599,Lvop Holdings Llc,RP102,Retail Production,Active,Clark,15555721623971178599,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,LVOP HOLDINGS LLC,,,,,,,,,2023-12-11,,,,,,,,,,
15653865226040172005,Clear River Llc,D087,Medical Dispensary,Active,Clark,15653865226040172005,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CLEAR RIVER LLC,,,,,,,,,2023-12-11,,,,,,,,,,
15677890458261123314,Nuleaf Sparks Cultivation Llc,C064,Medical Cultivation,Active,Washoe,15677890458261123314,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NULEAF SPARKS CULTIVATION LLC,,,,,,,,,2023-12-11,,,,,,,,,,
15683084663955616276,Qualcan Llc,RP032,Retail Production,Active,Clark,15683084663955616276,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,QUALCAN LLC,,,,,,,,,2023-12-11,,,,,,,,,,
15746787020481348783,Tgig Llc,C041,Medical Cultivation,Non-Operational,Clark,15746787020481348783,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,TGIG LLC,,,,,,,,,2023-12-11,,,,,,,,,,
16124351110339961847,Greenleaf Enterprises Inc,T037,Retail Distributor,Active,Washoe,16124351110339961847,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GREENLEAF ENTERPRISES INC,,,,,,,,,2023-12-11,,,,,,,,,,
16492437939011745857,Gravitas Nevada Ltd,P013,Medical Production,Active,Clark,16492437939011745857,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GRAVITAS NEVADA LTD,,,,,,,,,2023-12-11,,,,,,,,,,
17022702465294402258,Ncmm Llc,C159,Medical Cultivation,Active,Nye,17022702465294402258,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NCMM LLC,,,,,,,,,2023-12-11,,,,,,,,,,
17119152726833043718,3480 Hacienda Partners Llc,P035,Medical Production,Active,Clark,17119152726833043718,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,3480 HACIENDA PARTNERS LLC,,,,,,,,,2023-12-11,,,,,,,,,,
17195315836376427127,Lvig Holdings Llc,C158,Medical Cultivation,Active,Clark,17195315836376427127,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,LVIG HOLDINGS LLC,,,,,,,,,2023-12-11,,,,,,,,,,
17334914845519714402,Ssac Corporation,RC077,Retail Cultivation,Active,Washoe,17334914845519714402,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SSAC CORPORATION,,,,,,,,,2023-12-11,,,,,,,,,,
17355802525954961447,Gti Nevada Llc,RC088,Retail Cultivation,Active,Carson City,17355802525954961447,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GTI NEVADA LLC,,,,,,,,,2023-12-11,,,,,,,,,,
17456701400872901775,Deep Roots Harvest Inc.,RP088,Retail Production,Active,Clark,17456701400872901775,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,DEEP ROOTS HARVEST INC.,,,,,,,,,2023-12-11,,,,,,,,,,
17467707413107632038,Libra Wellness Center Llc,RC149,Retail Cultivation,Active,Clark,17467707413107632038,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,LIBRA WELLNESS CENTER LLC,,,,,,,,,2023-12-11,,,,,,,,,,
17755737390295686365,Mm Development Company Inc,RC067,Retail Cultivation,Active,Clark,17755737390295686365,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MM DEVELOPMENT COMPANY INC,,,,,,,,,2023-12-11,,,,,,,,,,
17757785646300938968,Blossum Group,RP033,Retail Production,Active,Clark,17757785646300938968,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,BLOSSUM GROUP,,,,,,,,,2023-12-11,,,,,,,,,,
17870088520850390544,Mmnv2 Holdings I Llc,C025,Medical Cultivation,Active,Washoe,17870088520850390544,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MMNV2 HOLDINGS I LLC,,,,,,,,,2023-12-11,,,,,,,,,,
17893663152257070537,Lander Leaf Growers Llc,RC198,Retail Cultivation,Active,Lander,17893663152257070537,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,LANDER LEAF GROWERS LLC,,,,,,,,,2023-12-11,,,,,,,,,,
17968777460576775552,Mm Development Company Inc,P034,Medical Production,Non-Operational,Clark,17968777460576775552,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MM DEVELOPMENT COMPANY INC,,,,,,,,,2023-12-11,,,,,,,,,,
18482416987753786163,Essence Henderson Llc,RD346,Retail Dispensary,Active,Clark,18482416987753786163,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ESSENCE HENDERSON LLC,,,,,,,,,2023-12-11,,,,,,,,,,
18668881888004789228,Livfree Wellness Llc A Nevada Limited Liability Company,P026,Medical Production,Non-Operational,Washoe,18668881888004789228,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,LIVFREE WELLNESS LLC A NEVADA LIMITED LIABILITY COMPANY,,,,,,,,,2023-12-11,,,,,,,,,,
18897864143987354009,Ymy Ventures Llc,C051,Medical Cultivation,Active,Clark,18897864143987354009,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,YMY VENTURES LLC,,,,,,,,,2023-12-11,,,,,,,,,,
18900369179730863251,Gti Nevada Llc,D099,Medical Dispensary,Active,Carson City,18900369179730863251,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GTI NEVADA LLC,,,,,,,,,2023-12-11,,,,,,,,,,
19066445888733574338,Mj Distributing C201 Llc,RC201,Retail Cultivation,Active,Lincoln,19066445888733574338,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MJ DISTRIBUTING C201 LLC,,,,,,,,,2023-12-11,,,,,,,,,,
19153202036386051786,Silver Sage Wellness Llc,RC042,Retail Cultivation,Active,Clark,19153202036386051786,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SILVER SAGE WELLNESS LLC,,,,,,,,,2023-12-11,,,,,,,,,,
19179415095565657497,Nevada Holistic Medicine Llc,D053,Medical Dispensary,Active,Clark,19179415095565657497,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NEVADA HOLISTIC MEDICINE LLC,,,,,,,,,2023-12-11,,,,,,,,,,
19341969601994942557,Holistic Approach Cultivation Llc,RC103,Retail Cultivation,Active,Washoe,19341969601994942557,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,HOLISTIC APPROACH CULTIVATION LLC,,,,,,,,,2023-12-11,,,,,,,,,,
19429852834178744891,Kindibles Llc,P007,Medical Production,Non-Operational,Clark,19429852834178744891,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,KINDIBLES LLC,,,,,,,,,2023-12-11,,,,,,,,,,
19538509146903694250,Euphoria Wellness Llc,P089,Medical Production,Active,Clark,19538509146903694250,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,EUPHORIA WELLNESS LLC,,,,,,,,,2023-12-11,,,,,,,,,,
19619496668049413129,Tgig Llc,RD045,Retail Dispensary,Active,Clark,19619496668049413129,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,TGIG LLC,,,,,,,,,2023-12-11,,,,,,,,,,
19737703505385233285,Southern Nevada Growers Llc,RC139,Retail Cultivation,Active,Clark,19737703505385233285,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SOUTHERN NEVADA GROWERS LLC,,,,,,,,,2023-12-11,,,,,,,,,,
19837237559595590745,Southern Nevada Growers Llc,P090,Medical Production,Active,Clark,19837237559595590745,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SOUTHERN NEVADA GROWERS LLC,,,,,,,,,2023-12-11,,,,,,,,,,
19873661470522818141,Essence Henderson Llc,RD042,Retail Dispensary,Active,Clark,19873661470522818141,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ESSENCE HENDERSON LLC,,,,,,,,,2023-12-11,,,,,,,,,,
19904908334190096788,Diversified Modalities Marketing Ltd,C152,Medical Cultivation,Non-Operational,Clark,19904908334190096788,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,DIVERSIFIED MODALITIES MARKETING LTD,,,,,,,,,2023-12-11,,,,,,,,,,
20308219527948758553,Fidelis Holdings Llc,D159,Medical Dispensary,Active,Clark,20308219527948758553,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,FIDELIS HOLDINGS LLC,,,,,,,,,2023-12-11,,,,,,,,,,
20833618692863727137,Nevada Medical Group Llc,RP044,Retail Production,Active,Clark,20833618692863727137,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NEVADA MEDICAL GROUP LLC,,,,,,,,,2023-12-11,,,,,,,,,,
20856188563796491040,Tahoe-Reno Botanicals Llc,RC092,Retail Cultivation,Active,Washoe,20856188563796491040,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,TAHOE-RENO BOTANICALS LLC,,,,,,,,,2023-12-11,,,,,,,,,,
21012999822242883351,Tryke Companies So Nv Llc,RD033,Retail Dispensary,Active,Clark,21012999822242883351,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,TRYKE COMPANIES SO NV LLC,,,,,,,,,2023-12-11,,,,,,,,,,
21220934547246154491,Div Holdings Llc,D192,Medical Dispensary,Active,Clark,21220934547246154491,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,DIV HOLDINGS LLC,,,,,,,,,2023-12-11,,,,,,,,,,
21487241740532295847,Carson City Agency Solutions Llc,P070,Medical Production,Active,Carson City,21487241740532295847,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CARSON CITY AGENCY SOLUTIONS LLC,,,,,,,,,2023-12-11,,,,,,,,,,
21647298952036123142,Gbs Nevada Partners Llc,RD015,Retail Dispensary,Active,Clark,21647298952036123142,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GBS NEVADA PARTNERS LLC,,,,,,,,,2023-12-11,,,,,,,,,,
21781007495292162943,Focus Distribution Llc,T096,Retail Distributor,Active,Clark,21781007495292162943,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,FOCUS DISTRIBUTION LLC,,,,,,,,,2023-12-11,,,,,,,,,,
21879807203001241352,Greenleaf Wellness Inc,D056,Medical Dispensary,Active,Washoe,21879807203001241352,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GREENLEAF WELLNESS INC,,,,,,,,,2023-12-11,,,,,,,,,,
22136480884365523283,Ssac Corporation,C077,Medical Cultivation,Active,Washoe,22136480884365523283,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SSAC CORPORATION,,,,,,,,,2023-12-11,,,,,,,,,,
22439157467936488598,Wellness & Caregivers Of Nevada Nlv Llc,P049,Medical Production,Active,Clark,22439157467936488598,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,WELLNESS & CAREGIVERS OF NEVADA NLV LLC,,,,,,,,,2023-12-11,,,,,,,,,,
22495669777279212887,Gravitas Nevada Ltd,C017,Medical Cultivation,Active,Clark,22495669777279212887,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GRAVITAS NEVADA LTD,,,,,,,,,2023-12-11,,,,,,,,,,
22741245849235539745,Cn Licensco Iii Inc,RP065,Retail Production,Active,Clark,22741245849235539745,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CN LICENSCO III INC,,,,,,,,,2023-12-11,,,,,,,,,,
22879263582681231312,Lone Mountain Partners Llc,C122,Medical Cultivation,Active,Clark,22879263582681231312,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,LONE MOUNTAIN PARTNERS LLC,,,,,,,,,2023-12-11,,,,,,,,,,
22897076676795690110,Agua Street Llc,RC157,Retail Cultivation,Active,Clark,22897076676795690110,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,AGUA STREET LLC,,,,,,,,,2023-12-11,,,,,,,,,,
23003643426806888206,Ded Ops Nv Llc,RD010,Retail Dispensary,Active,Clark,23003643426806888206,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,DED OPS NV LLC,,,,,,,,,2023-12-11,,,,,,,,,,
23270793294513307743,Physis One Llc,C073,Medical Cultivation,Active,Clark,23270793294513307743,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,PHYSIS ONE LLC,,,,,,,,,2023-12-11,,,,,,,,,,
23318360480667209895,The Cure Company Nv Llc,RC123,Retail Cultivation,Non-Operational,Clark,23318360480667209895,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,THE CURE COMPANY NV LLC,,,,,,,,,2023-12-11,,,,,,,,,,
23366229281756137118,"Production Series, A Series Of Just Quality Llc",RP085,Retail Production,Active,Clark,23366229281756137118,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,"Production Series, a series of JUST QUALITY LLC",,,,,,,,,2023-12-11,,,,,,,,,,
23566008586992407306,Greenway Medical Llc,C018,Medical Cultivation,Non-Operational,Clark,23566008586992407306,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GREENWAY MEDICAL LLC,,,,,,,,,2023-12-11,,,,,,,,,,
23892404338096908623,Nevada Pure Llc,P015,Medical Production,Active,Clark,23892404338096908623,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NEVADA PURE LLC,,,,,,,,,2023-12-11,,,,,,,,,,
23926610187861506378,Good Chemistry Nevada Llc,RC125,Retail Cultivation,Non-Operational,Washoe,23926610187861506378,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GOOD CHEMISTRY NEVADA LLC,,,,,,,,,2023-12-11,,,,,,,,,,
24170469501580671157,Pure Tonic Concentrates Llc,RD457,Retail Dispensary,Active,Storey,24170469501580671157,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,PURE TONIC CONCENTRATES LLC,,,,,,,,,2023-12-11,,,,,,,,,,
24344359150856320396,Inyo Fine Cannabis Dispensary Llc,RD071,Retail Dispensary,Active,Clark,24344359150856320396,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,INYO FINE CANNABIS DISPENSARY LLC,,,,,,,,,2023-12-11,,,,,,,,,,
24665787413575467233,Zion Gardens Llc,RC173,Retail Cultivation,Active,Clark,24665787413575467233,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZION GARDENS LLC,,,,,,,,,2023-12-11,,,,,,,,,,
24840464563491081056,Southern Nevada Growers Llc,T076,Retail Distributor,Active,Clark,24840464563491081056,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SOUTHERN NEVADA GROWERS LLC,,,,,,,,,2023-12-11,,,,,,,,,,
24971144872644043193,Bioneva Innovations Of Carson City Llc,C116,Medical Cultivation,Non-Operational,Carson City,24971144872644043193,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,BIONEVA INNOVATIONS OF CARSON CITY LLC,,,,,,,,,2023-12-11,,,,,,,,,,
25025985357868237824,Clark Nmsd Llc,D186,Medical Dispensary,Active,Clark,25025985357868237824,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CLARK NMSD LLC,,,,,,,,,2023-12-11,,,,,,,,,,
25035613450247647194,Compassionate Team Of Las Vegas Llc,C048,Medical Cultivation,Active,Clark,25035613450247647194,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,COMPASSIONATE TEAM OF LAS VEGAS LLC,,,,,,,,,2023-12-11,,,,,,,,,,
25048214491375101482,Nevada Holistic Medicine Llc,RC046,Retail Cultivation,Active,Clark,25048214491375101482,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NEVADA HOLISTIC MEDICINE LLC,,,,,,,,,2023-12-11,,,,,,,,,,
25343951714103210330,Deep Roots Harvest Inc.,RD397,Retail Dispensary,Active,Clark,25343951714103210330,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,DEEP ROOTS HARVEST INC.,,,,,,,,,2023-12-11,,,,,,,,,,
25424941582127369099,Tryke Companies Reno Llc,D040,Medical Dispensary,Active,Washoe,25424941582127369099,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,TRYKE COMPANIES RENO LLC,,,,,,,,,2023-12-11,,,,,,,,,,
25479019250915807897,Trnvc151 Llc,C151,Medical Cultivation,Active,Clark,25479019250915807897,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,TRNVC151 LLC,,,,,,,,,2023-12-11,,,,,,,,,,
25626267578182121183,Mesa Oils Llc,P073,Medical Production,Active,Clark,25626267578182121183,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MESA OILS LLC,,,,,,,,,2023-12-11,,,,,,,,,,
25711824933160438056,Urban Hills Llc,C127,Medical Cultivation,Active,Washoe,25711824933160438056,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,URBAN HILLS LLC,,,,,,,,,2023-12-11,,,,,,,,,,
25717616427771404236,Polaris Wellness Center Llc,P114,Medical Production,Non-Operational,Clark,25717616427771404236,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,POLARIS WELLNESS CENTER LLC,,,,,,,,,2023-12-11,,,,,,,,,,
25727587576265739387,Acres Cultivation Llc,C013,Medical Cultivation,Non-Operational,Nye,25727587576265739387,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ACRES CULTIVATION LLC,,,,,,,,,2023-12-11,,,,,,,,,,
25729455103203031356,Desert Aire Wellness Llc,RD169,Retail Dispensary,Active,Clark,25729455103203031356,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,DESERT AIRE WELLNESS LLC,,,,,,,,,2023-12-11,,,,,,,,,,
25747995029047849072,Cn Licensco Iii Inc,P065,Medical Production,Active,Clark,25747995029047849072,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CN LICENSCO III INC,,,,,,,,,2023-12-11,,,,,,,,,,
26305992777135829665,The Hempire Company Llc,P120,Medical Production,Suspended,Esmeralda,26305992777135829665,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,THE HEMPIRE COMPANY LLC,,,,,,,,,2023-12-11,,,,,,,,,,
26350357643788588948,Red Earth Llc,RC012,Retail Cultivation,Active,Clark,26350357643788588948,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,RED EARTH LLC,,,,,,,,,2023-12-11,,,,,,,,,,
26514826684156254107,Euphoria Wellness Llc,D161,Medical Dispensary,Active,Clark,26514826684156254107,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,EUPHORIA WELLNESS LLC,,,,,,,,,2023-12-11,,,,,,,,,,
26849340152215972256,Essence Tropicana Llc,RD318,Retail Dispensary,Active,Washoe,26849340152215972256,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ESSENCE TROPICANA LLC,,,,,,,,,2023-12-11,,,,,,,,,,
27187373761322173842,Picksy Reno Llc,D106,Medical Dispensary,Active,Washoe,27187373761322173842,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,PICKSY RENO LLC,,,,,,,,,2023-12-11,,,,,,,,,,
27491416302051455778,Mm Development Company Inc,D006,Medical Dispensary,Non-Operational,Clark,27491416302051455778,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MM DEVELOPMENT COMPANY INC,,,,,,,,,2023-12-11,,,,,,,,,,
27764211258972498624,Clear River Llc,RD230,Retail Dispensary,Active,Clark,27764211258972498624,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CLEAR RIVER LLC,,,,,,,,,2023-12-11,,,,,,,,,,
27870466259713738680,Fidelis Holdings Llc,RC132,Retail Cultivation,Active,Clark,27870466259713738680,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,FIDELIS HOLDINGS LLC,,,,,,,,,2023-12-11,,,,,,,,,,
27912691256158860598,Jdw Nevada Llc,C066,Medical Cultivation,Non-Operational,Clark,27912691256158860598,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,JDW NEVADA LLC,,,,,,,,,2023-12-11,,,,,,,,,,
28269186214535692829,Csnlv Llc,RP113,Retail Production,Active,Clark,28269186214535692829,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CSNLV LLC,,,,,,,,,2023-12-11,,,,,,,,,,
28332017443877189253,Mmnv2 Holdings I Llc,RP016,Retail Production,Active,Washoe,28332017443877189253,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MMNV2 HOLDINGS I LLC,,,,,,,,,2023-12-11,,,,,,,,,,
28476312257204037070,Exhale Brands Nevada Llc,RD105,Retail Dispensary,Active,Clark,28476312257204037070,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,EXHALE BRANDS NEVADA LLC,,,,,,,,,2023-12-11,,,,,,,,,,
28500455704184776035,Wscc Inc,D149,Medical Dispensary,Active,Carson City,28500455704184776035,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,WSCC INC,,,,,,,,,2023-12-11,,,,,,,,,,
28640102500943941275,Solace Enterprises Llc,C076,Medical Cultivation,Non-Operational,Clark,28640102500943941275,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SOLACE ENTERPRISES LLC,,,,,,,,,2023-12-11,,,,,,,,,,
28729875179355972226,Nevada Group Wellness,RC160,Retail Cultivation,Active,Clark,28729875179355972226,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NEVADA GROUP WELLNESS,,,,,,,,,2023-12-11,,,,,,,,,,
28778114311315160635,Deep Roots Harvest Inc.,RD200,Retail Dispensary,Active,Elko,28778114311315160635,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,DEEP ROOTS HARVEST INC.,,,,,,,,,2023-12-11,,,,,,,,,,
28940989385642880433,Matrix Nv Llc,P095,Medical Production,Non-Operational,Clark,28940989385642880433,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MATRIX NV LLC,,,,,,,,,2023-12-11,,,,,,,,,,
29097337938755289535,Mbnv Distribution T050 Llc,T050,Retail Distributor,Active,Clark,29097337938755289535,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MBNV DISTRIBUTION T050 LLC,,,,,,,,,2023-12-11,,,,,,,,,,
29101803441227387589,Nevada Natural Medicines Llc,RC047,Retail Cultivation,Non-Operational,Nye,29101803441227387589,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NEVADA NATURAL MEDICINES LLC,,,,,,,,,2023-12-11,,,,,,,,,,
29207558783745359680,Acres Cultivation Llc,P012,Medical Production,Active,Nye,29207558783745359680,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ACRES CULTIVATION LLC,,,,,,,,,2023-12-11,,,,,,,,,,
29537654627576657070,Clover Creek Organics Llc,RP142,Retail Production,Active,Lincoln,29537654627576657070,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CLOVER CREEK ORGANICS LLC,,,,,,,,,2023-12-11,,,,,,,,,,
29559649868428271112,Silver State Cultivation Llc,P001,Medical Production,Active,Washoe,29559649868428271112,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SILVER STATE CULTIVATION LLC,,,,,,,,,2023-12-11,,,,,,,,,,
29717689414536890016,Tryke Companies So Nv Llc,RC031,Retail Cultivation,Active,Clark,29717689414536890016,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,TRYKE COMPANIES SO NV LLC,,,,,,,,,2023-12-11,,,,,,,,,,
29820680395695642183,Nuleaf Reno Production Llc,P061,Medical Production,Active,Washoe,29820680395695642183,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NULEAF RENO PRODUCTION LLC,,,,,,,,,2023-12-11,,,,,,,,,,
29957407786912886340,Mm Development Company Inc,C004,Medical Cultivation,Non-Operational,Nye,29957407786912886340,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MM DEVELOPMENT COMPANY INC,,,,,,,,,2023-12-11,,,,,,,,,,
30014095193109877690,Greenpoint Nevada Inc,P027,Medical Production,Non-Operational,Washoe,30014095193109877690,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GREENPOINT NEVADA INC,,,,,,,,,2023-12-11,,,,,,,,,,
30064186279328795105,Nevada Wellness Center Llc,D009,Medical Dispensary,Active,Clark,30064186279328795105,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NEVADA WELLNESS CENTER LLC,,,,,,,,,2023-12-11,,,,,,,,,,
30119351751785994439,Silver State Wellness Llc,P051,Medical Production,Active,Clark,30119351751785994439,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SILVER STATE WELLNESS LLC,,,,,,,,,2023-12-11,,,,,,,,,,
